timeseries_id;datapoints
00b87c59-3882-11e8-8680-0242ac120002;21.91
00b87c59-3882-11e8-8680-0242ac120002;23.29
00b87c59-3882-11e8-8680-0242ac120002;24.13
00b87c59-3882-11e8-8680-0242ac120002;25.79
00b87c59-3882-11e8-8680-0242ac120002;25.79
00b87c59-3882-11e8-8680-0242ac120002;21.36
00b87c59-3882-11e8-8680-0242ac120002;18.34
00b87c59-3882-11e8-8680-0242ac120002;17.88
00b87c59-3882-11e8-8680-0242ac120002;17.83
00b87c59-3882-11e8-8680-0242ac120002;15.77
00b87c59-3882-11e8-8680-0242ac120002;15.95
00b87c59-3882-11e8-8680-0242ac120002;14.62
00b87c59-3882-11e8-8680-0242ac120002;15.66
00b87c59-3882-11e8-8680-0242ac120002;12.54
00b87c59-3882-11e8-8680-0242ac120002;13.84
00b87c59-3882-11e8-8680-0242ac120002;14.01
00b87c59-3882-11e8-8680-0242ac120002;14.35
00b87c59-3882-11e8-8680-0242ac120002;14
00b87c59-3882-11e8-8680-0242ac120002;15.2
00b87c59-3882-11e8-8680-0242ac120002;16.44
00b87c59-3882-11e8-8680-0242ac120002;19.08
00b87c59-3882-11e8-8680-0242ac120002;19.9
00b87c59-3882-11e8-8680-0242ac120002;17.68
00b87c59-3882-11e8-8680-0242ac120002;16.5
00b87c59-3882-11e8-8680-0242ac120002;16.83
00b87c59-3882-11e8-8680-0242ac120002;17.36
00b87c59-3882-11e8-8680-0242ac120002;18.3
00b87c59-3882-11e8-8680-0242ac120002;17.51
00b87c59-3882-11e8-8680-0242ac120002;18.23
00b87c59-3882-11e8-8680-0242ac120002;19.94
00b87c59-3882-11e8-8680-0242ac120002;21.25
00b87c59-3882-11e8-8680-0242ac120002;21.96
00b87c59-3882-11e8-8680-0242ac120002;22.53
00b87c59-3882-11e8-8680-0242ac120002;23.87
00b87c59-3882-11e8-8680-0242ac120002;22.44
00b87c59-3882-11e8-8680-0242ac120002;21.72
00b87c59-3882-11e8-8680-0242ac120002;23.63
00b87c59-3882-11e8-8680-0242ac120002;24.27
00b87c59-3882-11e8-8680-0242ac120002;23.62
00b87c59-3882-11e8-8680-0242ac120002;23.96
00b87c59-3882-11e8-8680-0242ac120002;22.27
00b87c59-3882-11e8-8680-0242ac120002;21.76
00b87c59-3882-11e8-8680-0242ac120002;21.15
00b87c59-3882-11e8-8680-0242ac120002;21
00b87c59-3882-11e8-8680-0242ac120002;22.55
00b87c59-3882-11e8-8680-0242ac120002;23.14
00b87c59-3882-11e8-8680-0242ac120002;23.14
00b87c59-3882-11e8-8680-0242ac120002;23.78
00b87c59-3882-11e8-8680-0242ac120002;24.65
00b87c59-3882-11e8-8680-0242ac120002;24.04
00b87c59-3882-11e8-8680-0242ac120002;24.05
00b87c59-3882-11e8-8680-0242ac120002;23.87
00b87c59-3882-11e8-8680-0242ac120002;25.01
00b87c59-3882-11e8-8680-0242ac120002;26.19
00b87c59-3882-11e8-8680-0242ac120002;25.82
00b87c59-3882-11e8-8680-0242ac120002;25.71
00b87c59-3882-11e8-8680-0242ac120002;26.52
00b87c59-3882-11e8-8680-0242ac120002;26.67
00b87c59-3882-11e8-8680-0242ac120002;27.19
00b87c59-3882-11e8-8680-0242ac120002;26.98
00b87c59-3882-11e8-8680-0242ac120002;26.42
00b87c59-3882-11e8-8680-0242ac120002;26.51
00b87c59-3882-11e8-8680-0242ac120002;24.98
00b87c59-3882-11e8-8680-0242ac120002;23.45
00b87c59-3882-11e8-8680-0242ac120002;21.8
00b87c59-3882-11e8-8680-0242ac120002;20.71
00b87c59-3882-11e8-8680-0242ac120002;21.18
00b87c59-3882-11e8-8680-0242ac120002;21.92
00b87c59-3882-11e8-8680-0242ac120002;23.09
00b87c59-3882-11e8-8680-0242ac120002;23.98
00b87c59-3882-11e8-8680-0242ac120002;26.43
00b87c59-3882-11e8-8680-0242ac120002;28.54
00b87c59-3882-11e8-8680-0242ac120002;27.93
00b87c59-3882-11e8-8680-0242ac120002;27.48
00b87c59-3882-11e8-8680-0242ac120002;28.28
00b87c59-3882-11e8-8680-0242ac120002;28.43
00b87c59-3882-11e8-8680-0242ac120002;28.2
00b87c59-3882-11e8-8680-0242ac120002;28.74
00b87c59-3882-11e8-8680-0242ac120002;29.81
00b87c59-3882-11e8-8680-0242ac120002;29.16
00b87c59-3882-11e8-8680-0242ac120002;29.02
00b87c59-3882-11e8-8680-0242ac120002;28.91
00b87c59-3882-11e8-8680-0242ac120002;29.19
00b87c59-3882-11e8-8680-0242ac120002;24.14
00b87c59-3882-11e8-8680-0242ac120002;21.5
00b87c59-3882-11e8-8680-0242ac120002;23.1
00b87c59-3882-11e8-8680-0242ac120002;20.98
00b87c59-3882-11e8-8680-0242ac120002;20.79
00b87c59-3882-11e8-8680-0242ac120002;21.06
00b87c59-3882-11e8-8680-0242ac120002;19.74
00b87c59-3882-11e8-8680-0242ac120002;19.97
00b87c59-3882-11e8-8680-0242ac120002;21.88
00b87c59-3882-11e8-8680-0242ac120002;22.71
00b87c59-3882-11e8-8680-0242ac120002;22.47
00b87c59-3882-11e8-8680-0242ac120002;23.94
00b87c59-3882-11e8-8680-0242ac120002;25.03
00b87c59-3882-11e8-8680-0242ac120002;23.31
00b87c59-3882-11e8-8680-0242ac120002;23.91
00b87c59-3882-11e8-8680-0242ac120002;24.94
00b87c59-3882-11e8-8680-0242ac120002;25.75
00b87c59-3882-11e8-8680-0242ac120002;27.18
00b87c59-3882-11e8-8680-0242ac120002;26.7
00b87c59-3882-11e8-8680-0242ac120002;26.64
00b87c59-3882-11e8-8680-0242ac120002;28.41
00b87c59-3882-11e8-8680-0242ac120002;28.26
00b87c59-3882-11e8-8680-0242ac120002;27.85
00b87c59-3882-11e8-8680-0242ac120002;28.47
00b87c59-3882-11e8-8680-0242ac120002;26.8
00b87c59-3882-11e8-8680-0242ac120002;25.14
00b87c59-3882-11e8-8680-0242ac120002;24.29
00b87c59-3882-11e8-8680-0242ac120002;24.6
00b87c59-3882-11e8-8680-0242ac120002;26.02
00b87c59-3882-11e8-8680-0242ac120002;27.36
00b87c59-3882-11e8-8680-0242ac120002;28.81
00b87c59-3882-11e8-8680-0242ac120002;27.16
00b87c59-3882-11e8-8680-0242ac120002;26.4
00b87c59-3882-11e8-8680-0242ac120002;25.7
00b87c59-3882-11e8-8680-0242ac120002;27
00b87c59-3882-11e8-8680-0242ac120002;27.73
00b87c59-3882-11e8-8680-0242ac120002;26.79
00b87c59-3882-11e8-8680-0242ac120002;26.95
00b87c59-3882-11e8-8680-0242ac120002;27.79
00b87c59-3882-11e8-8680-0242ac120002;27.85
00b87c59-3882-11e8-8680-0242ac120002;26.79
00b87c59-3882-11e8-8680-0242ac120002;26.67
00b87c59-3882-11e8-8680-0242ac120002;27.56
00b87c59-3882-11e8-8680-0242ac120002;28.25
00b87c59-3882-11e8-8680-0242ac120002;27.36
00b87c59-3882-11e8-8680-0242ac120002;26.44
00b87c59-3882-11e8-8680-0242ac120002;25.6
00b87c59-3882-11e8-8680-0242ac120002;25.55
00b87c59-3882-11e8-8680-0242ac120002;27.21
00b87c59-3882-11e8-8680-0242ac120002;27.74
00b87c59-3882-11e8-8680-0242ac120002;29.64
00b87c59-3882-11e8-8680-0242ac120002;29.07
00b87c59-3882-11e8-8680-0242ac120002;29.52
00b87c59-3882-11e8-8680-0242ac120002;29.68
00b87c59-3882-11e8-8680-0242ac120002;28.21
00b87c59-3882-11e8-8680-0242ac120002;37.29
00b87c59-3882-11e8-8680-0242ac120002;29.63
00b87c59-3882-11e8-8680-0242ac120002;29.64
00b87c59-3882-11e8-8680-0242ac120002;30.08
00b87c59-3882-11e8-8680-0242ac120002;32.54
00b87c59-3882-11e8-8680-0242ac120002;34.3
00b87c59-3882-11e8-8680-0242ac120002;35.35
00b87c59-3882-11e8-8680-0242ac120002;34.06
00b87c59-3882-11e8-8680-0242ac120002;33.89
00b87c59-3882-11e8-8680-0242ac120002;31.59
00b87c59-3882-11e8-8680-0242ac120002;31.4
00b87c59-3882-11e8-8680-0242ac120002;31.31
00b87c59-3882-11e8-8680-0242ac120002;29.91
00b87c59-3882-11e8-8680-0242ac120002;32.69
00b87c59-3882-11e8-8680-0242ac120002;33.81
00b87c59-3882-11e8-8680-0242ac120002;35.08
00b87c59-3882-11e8-8680-0242ac120002;35.48
00b87c59-3882-11e8-8680-0242ac120002;37.24
00b87c59-3882-11e8-8680-0242ac120002;38.29
00b87c59-3882-11e8-8680-0242ac120002;40.2
00b87c59-3882-11e8-8680-0242ac120002;37.9
00b87c59-3882-11e8-8680-0242ac120002;34.89
00b87c59-3882-11e8-8680-0242ac120002;35.53
00b87c59-3882-11e8-8680-0242ac120002;36.28
00b87c59-3882-11e8-8680-0242ac120002;38.05
00b87c59-3882-11e8-8680-0242ac120002;38.37
00b87c59-3882-11e8-8680-0242ac120002;38.12
00b87c59-3882-11e8-8680-0242ac120002;40.58
00b87c59-3882-11e8-8680-0242ac120002;40.46
00b87c59-3882-11e8-8680-0242ac120002;41.73
00b87c59-3882-11e8-8680-0242ac120002;37.4
00b87c59-3882-11e8-8680-0242ac120002;35.57
00b87c59-3882-11e8-8680-0242ac120002;32.19
00b87c59-3882-11e8-8680-0242ac120002;35.22
00b87c59-3882-11e8-8680-0242ac120002;35.43
00b87c59-3882-11e8-8680-0242ac120002;31.46
00b87c59-3882-11e8-8680-0242ac120002;32.77
00b87c59-3882-11e8-8680-0242ac120002;35.38
00b87c59-3882-11e8-8680-0242ac120002;32.84
00b87c59-3882-11e8-8680-0242ac120002;34.62
00b87c59-3882-11e8-8680-0242ac120002;37.74
00b87c59-3882-11e8-8680-0242ac120002;38.44
00b87c59-3882-11e8-8680-0242ac120002;38.79
00b87c59-3882-11e8-8680-0242ac120002;36.92
00b87c59-3882-11e8-8680-0242ac120002;35.43
00b87c59-3882-11e8-8680-0242ac120002;37.31
00b87c59-3882-11e8-8680-0242ac120002;40.83
00b87c59-3882-11e8-8680-0242ac120002;44.13
00b87c59-3882-11e8-8680-0242ac120002;45.78
00b87c59-3882-11e8-8680-0242ac120002;45.99
00b87c59-3882-11e8-8680-0242ac120002;46.44
00b87c59-3882-11e8-8680-0242ac120002;44.4
00b87c59-3882-11e8-8680-0242ac120002;47.49
00b87c59-3882-11e8-8680-0242ac120002;44.04
00b87c59-3882-11e8-8680-0242ac120002;44.47
00b87c59-3882-11e8-8680-0242ac120002;46.21
00b87c59-3882-11e8-8680-0242ac120002;43.89
00b87c59-3882-11e8-8680-0242ac120002;44.24
00b87c59-3882-11e8-8680-0242ac120002;41.79
00b87c59-3882-11e8-8680-0242ac120002;42.68
00b87c59-3882-11e8-8680-0242ac120002;46.28
00b87c59-3882-11e8-8680-0242ac120002;47.42
00b87c59-3882-11e8-8680-0242ac120002;48.34
00b87c59-3882-11e8-8680-0242ac120002;51.12
00b87c59-3882-11e8-8680-0242ac120002;50.88
00b87c59-3882-11e8-8680-0242ac120002;52.6
00b87c59-3882-11e8-8680-0242ac120002;53.47
00b87c59-3882-11e8-8680-0242ac120002;52.34
00b87c59-3882-11e8-8680-0242ac120002;53.61
00b87c59-3882-11e8-8680-0242ac120002;54.17
00b87c59-3882-11e8-8680-0242ac120002;56.86
00b87c59-3882-11e8-8680-0242ac120002;57.24
00b87c59-3882-11e8-8680-0242ac120002;57.23
00b87c59-3882-11e8-8680-0242ac120002;59.67
00b87c59-3882-11e8-8680-0242ac120002;57.68
00b87c59-3882-11e8-8680-0242ac120002;55.88
00b87c59-3882-11e8-8680-0242ac120002;58.1
00b87c59-3882-11e8-8680-0242ac120002;57.29
00b87c59-3882-11e8-8680-0242ac120002;55.47
00b87c59-3882-11e8-8680-0242ac120002;55.09
00b87c59-3882-11e8-8680-0242ac120002;54.04
00b87c59-3882-11e8-8680-0242ac120002;52.66
00b87c59-3882-11e8-8680-0242ac120002;53.33
00b87c59-3882-11e8-8680-0242ac120002;51.38
00b87c59-3882-11e8-8680-0242ac120002;49.22
00b87c59-3882-11e8-8680-0242ac120002;49.4
00b87c59-3882-11e8-8680-0242ac120002;49.31
00b87c59-3882-11e8-8680-0242ac120002;52.46
00b87c59-3882-11e8-8680-0242ac120002;55.04
00b87c59-3882-11e8-8680-0242ac120002;51.68
00b87c59-3882-11e8-8680-0242ac120002;51.03
00b87c59-3882-11e8-8680-0242ac120002;54.91
00b87c59-3882-11e8-8680-0242ac120002;56.63
00b87c59-3882-11e8-8680-0242ac120002;58.55
00b87c59-3882-11e8-8680-0242ac120002;59.83
00b87c59-3882-11e8-8680-0242ac120002;59.34
00b87c59-3882-11e8-8680-0242ac120002;56.2
00b87c59-3882-11e8-8680-0242ac120002;53.97
00b87c59-3882-11e8-8680-0242ac120002;55.04
00b87c59-3882-11e8-8680-0242ac120002;56.89
00b87c59-3882-11e8-8680-0242ac120002;56.5
00b87c59-3882-11e8-8680-0242ac120002;56.3
00b87c59-3882-11e8-8680-0242ac120002;55.71
00b87c59-3882-11e8-8680-0242ac120002;58.13
00b87c59-3882-11e8-8680-0242ac120002;61.28
00b87c59-3882-11e8-8680-0242ac120002;62.77
00b87c59-3882-11e8-8680-0242ac120002;65.53
00b87c59-3882-11e8-8680-0242ac120002;65.52
00b87c59-3882-11e8-8680-0242ac120002;65.35
00b87c59-3882-11e8-8680-0242ac120002;63.92
00b87c59-3882-11e8-8680-0242ac120002;63.03
00b87c59-3882-11e8-8680-0242ac120002;62.89
00b87c59-3882-11e8-8680-0242ac120002;64.22
00b87c59-3882-11e8-8680-0242ac120002;63.3
00b87c59-3882-11e8-8680-0242ac120002;62.31
00b87c59-3882-11e8-8680-0242ac120002;61.75
00b87c59-3882-11e8-8680-0242ac120002;64.65
00b87c59-3882-11e8-8680-0242ac120002;67.04
00b87c59-3882-11e8-8680-0242ac120002;68.5
00b87c59-3882-11e8-8680-0242ac120002;68.56
00b87c59-3882-11e8-8680-0242ac120002;67.51
00b87c59-3882-11e8-8680-0242ac120002;68.9
00b87c59-3882-11e8-8680-0242ac120002;70.7
00b87c59-3882-11e8-8680-0242ac120002;66.73
00b87c59-3882-11e8-8680-0242ac120002;65.62
00b87c59-3882-11e8-8680-0242ac120002;63.49
00b87c59-3882-11e8-8680-0242ac120002;61.71
00b87c59-3882-11e8-8680-0242ac120002;59.17
00b87c59-3882-11e8-8680-0242ac120002;57.03
00b87c59-3882-11e8-8680-0242ac120002;55.46
00b87c59-3882-11e8-8680-0242ac120002;54.67
00b87c59-3882-11e8-8680-0242ac120002;54.83
00b87c59-3882-11e8-8680-0242ac120002;54.22
00b87c59-3882-11e8-8680-0242ac120002;54.18
00b87c59-3882-11e8-8680-0242ac120002;53.24
00b87c59-3882-11e8-8680-0242ac120002;54.8
00b87c59-3882-11e8-8680-0242ac120002;55.74
00b87c59-3882-11e8-8680-0242ac120002;53.62
00b87c59-3882-11e8-8680-0242ac120002;56.22
00b87c59-3882-11e8-8680-0242ac120002;58.1
00b87c59-3882-11e8-8680-0242ac120002;57.33
00b87c59-3882-11e8-8680-0242ac120002;56.17
00b87c59-3882-11e8-8680-0242ac120002;54.96
00b87c59-3882-11e8-8680-0242ac120002;52.51
00b87c59-3882-11e8-8680-0242ac120002;48.61
00b87c59-3882-11e8-8680-0242ac120002;46.4
00b87c59-3882-11e8-8680-0242ac120002;48.72
00b87c59-3882-11e8-8680-0242ac120002;49.98
00b87c59-3882-11e8-8680-0242ac120002;52.18
00b87c59-3882-11e8-8680-0242ac120002;51.13
00b87c59-3882-11e8-8680-0242ac120002;52.3
00b87c59-3882-11e8-8680-0242ac120002;55.71
00b87c59-3882-11e8-8680-0242ac120002;56.18
00b87c59-3882-11e8-8680-0242ac120002;56.34
00b87c59-3882-11e8-8680-0242ac120002;56.3
00b87c59-3882-11e8-8680-0242ac120002;60.33
00b87c59-3882-11e8-8680-0242ac120002;63.53
00b87c59-3882-11e8-8680-0242ac120002;63.17
00b87c59-3882-11e8-8680-0242ac120002;61.98
00b87c59-3882-11e8-8680-0242ac120002;62.19
00b87c59-3882-11e8-8680-0242ac120002;60.96
00b87c59-3882-11e8-8680-0242ac120002;59.64
00b87c59-3882-11e8-8680-0242ac120002;63.4
00b87c59-3882-11e8-8680-0242ac120002;66.22
00b87c59-3882-11e8-8680-0242ac120002;64.27
00b87c59-3882-11e8-8680-0242ac120002;66.38
00b87c59-3882-11e8-8680-0242ac120002;65.85
00b87c59-3882-11e8-8680-0242ac120002;67.52
00b87c59-3882-11e8-8680-0242ac120002;66.84
00b87c59-3882-11e8-8680-0242ac120002;69.23
00b87c59-3882-11e8-8680-0242ac120002;73.8
00b87c59-3882-11e8-8680-0242ac120002;74.61
00b87c59-3882-11e8-8680-0242ac120002;73.13
00b87c59-3882-11e8-8680-0242ac120002;72.97
00b87c59-3882-11e8-8680-0242ac120002;69
00b87c59-3882-11e8-8680-0242ac120002;67.8
00b87c59-3882-11e8-8680-0242ac120002;66.41
00b87c59-3882-11e8-8680-0242ac120002;68.03
00b87c59-3882-11e8-8680-0242ac120002;70.76
00b87c59-3882-11e8-8680-0242ac120002;72.02
00b87c59-3882-11e8-8680-0242ac120002;73.51
00b87c59-3882-11e8-8680-0242ac120002;73.94
00b87c59-3882-11e8-8680-0242ac120002;74.28
00b87c59-3882-11e8-8680-0242ac120002;74.67
00b87c59-3882-11e8-8680-0242ac120002;79.25
00b87c59-3882-11e8-8680-0242ac120002;79.63
00b87c59-3882-11e8-8680-0242ac120002;85.45
00b87c59-3882-11e8-8680-0242ac120002;89.47
00b87c59-3882-11e8-8680-0242ac120002;87.6
00b87c59-3882-11e8-8680-0242ac120002;90.7
00b87c59-3882-11e8-8680-0242ac120002;89.74
00b87c59-3882-11e8-8680-0242ac120002;84.51
00b87c59-3882-11e8-8680-0242ac120002;86.21
00b87c59-3882-11e8-8680-0242ac120002;86.68
00b87c59-3882-11e8-8680-0242ac120002;89.06
00b87c59-3882-11e8-8680-0242ac120002;92.23
00b87c59-3882-11e8-8680-0242ac120002;90.8
00b87c59-3882-11e8-8680-0242ac120002;86.48
00b87c59-3882-11e8-8680-0242ac120002;84.11
00b87c59-3882-11e8-8680-0242ac120002;87.6
00b87c59-3882-11e8-8680-0242ac120002;85.08
00b87c59-3882-11e8-8680-0242ac120002;88.63
00b87c59-3882-11e8-8680-0242ac120002;91.85
00b87c59-3882-11e8-8680-0242ac120002;93.47
00b87c59-3882-11e8-8680-0242ac120002;95.32
00b87c59-3882-11e8-8680-0242ac120002;100.35
00b87c59-3882-11e8-8680-0242ac120002;97.85
00b87c59-3882-11e8-8680-0242ac120002;95.64
00b87c59-3882-11e8-8680-0242ac120002;95.9
00b87c59-3882-11e8-8680-0242ac120002;100.73
00b87c59-3882-11e8-8680-0242ac120002;104.69
00b87c59-3882-11e8-8680-0242ac120002;108.01
00b87c59-3882-11e8-8680-0242ac120002;106.39
00b87c59-3882-11e8-8680-0242ac120002;111.62
00b87c59-3882-11e8-8680-0242ac120002;116.24
00b87c59-3882-11e8-8680-0242ac120002;119.1
00b87c59-3882-11e8-8680-0242ac120002;122.64
00b87c59-3882-11e8-8680-0242ac120002;118.01
00b87c59-3882-11e8-8680-0242ac120002;127.02
00b87c59-3882-11e8-8680-0242ac120002;125.81
00b87c59-3882-11e8-8680-0242ac120002;128.16
00b87c59-3882-11e8-8680-0242ac120002;134.26
00b87c59-3882-11e8-8680-0242ac120002;132.36
00b87c59-3882-11e8-8680-0242ac120002;132.74
00b87c59-3882-11e8-8680-0242ac120002;121.17
00b87c59-3882-11e8-8680-0242ac120002;118.26
00b87c59-3882-11e8-8680-0242ac120002;114.86
00b87c59-3882-11e8-8680-0242ac120002;108.35
00b87c59-3882-11e8-8680-0242ac120002;108.07
00b87c59-3882-11e8-8680-0242ac120002;110.78
00b87c59-3882-11e8-8680-0242ac120002;105.09
00b87c59-3882-11e8-8680-0242ac120002;97.38
00b87c59-3882-11e8-8680-0242ac120002;88.52
00b87c59-3882-11e8-8680-0242ac120002;97.5
00b87c59-3882-11e8-8680-0242ac120002;91.5
00b87c59-3882-11e8-8680-0242ac120002;81.3
00b87c59-3882-11e8-8680-0242ac120002;69.46
00b87c59-3882-11e8-8680-0242ac120002;64.51
00b87c59-3882-11e8-8680-0242ac120002;59.75
00b87c59-3882-11e8-8680-0242ac120002;59.74
00b87c59-3882-11e8-8680-0242ac120002;51.68
00b87c59-3882-11e8-8680-0242ac120002;47.41
00b87c59-3882-11e8-8680-0242ac120002;47.01
00b87c59-3882-11e8-8680-0242ac120002;43.67
00b87c59-3882-11e8-8680-0242ac120002;39.27
00b87c59-3882-11e8-8680-0242ac120002;41.59
00b87c59-3882-11e8-8680-0242ac120002;37.14
00b87c59-3882-11e8-8680-0242ac120002;35.6
00b87c59-3882-11e8-8680-0242ac120002;44.21
